Item ID,Item Description,Qty on Hand,Avg Cost,Item Value
MS-35905384,GOV SQL SVR 2008R2 USER CAL,,113.69,
MS-35905715,SQL 2012 DEVICE CAL,,177.55,
MS-35905717,SQL SERVER 2012 USER CAL OLP,,176.42,
MS-35905744,SQL 2012 DEVICE CALS OLP GOV,,140.54,
MS-35905745,SQL SVR 2012 USER CAL OPEN GOV,,140.68,
MS-35906096,OLP SQL SVR 2014 DEVICE CAL,16.00,172.82,"2,765.13"
MS-35906098,SQL SERVER 2014 USER CAL OLP,9.00,173.82,"1,564.42"
MS-35906125,SQL SRVR 2014 DEV CAL OPEN GOV,,140.68,
MS-35906126,SQL SVR USER CAL 2014 OPEN GOV,,139.24,
MS-35F00116,OLP COMMUNICATOR 2011 MAC,,26.68,
MS-36F00197,OUTLOOK 2011 MAC OLP,,66.04,
MS-37D00095,OB FRFRNT UAG CAL SGL L/SA DCA,,19.22,
MS-37D00098,FOREFRONT UAG CAL W/SA,,19.14,
MS-37D00107,OLP FRFRNT UAG DCAL,,12.70,
MS-37D00110,FOREFRONT USER CAL OLP,,12.64,
MS-37D00145,GOV FRFRNT UAG DCAL EN L/SA,,15.43,
MS-37D00146,OLP FRFRNT UAH CAL L/SA GOV,,14.91,
MS-37D00149,GOV FRFRNT UAG DEV CAL,,10.08,
ms-37d00150,GOVT OLP FOREFRONT UAG 2010,,10.01,
MS-38102257,ExchgStdCAL SNGL LicSAPk OLV N,,38.49,
MS-38102265,OLV EXCH U CAL 1 YR ACQ YR1,,16.58,
MS-38103096,EXCHANGE SVR 2007 DEVICE CAL,,47.14,
MS-38103097,EXCHANGE SVR 2007 USER CAL OLP,,47.14,
MS-38103107,EXCHANGE STD USER CAL W/SA,,98.63,
MS-38103397,OLP C LIC/SA EXCHANGE STD USR,,84.23,
MS-38103587,EXCHG SVR STD '07 ADD 5CAL RTL,1.00,,
MS-38103588,Exchange Svr 2007 add 5 Device,,325.00,
MS-38104124,EXCHANGE SVR 2010 ADD 5CAL,2.00,270.00,540.00
MS-38104124FBA,MICROSOFT EXCHANGE SERVER 2010,,118.38,
ms-38104125,Exchange Server 2010 Add 5U,,368.38,
MS-38104178,OLP EXCHNG STD 2010 DEV CAL,,57.27,
MS-38104181,EXCHNG STD 2010 USER CAL OLP,,57.27,
MS-38104181BDL20,EXCH SVR 2010 20 U CAL OPEN,,,
MS-38104181BDL5,EXCHNG STD 2010 5 USER CAL OLP,,,
MS-38104208,GOV EXCHNG STD DEV CAL LIC/SA,,47.37,
MS-38104209,GOVT OLP EXCHG STD CAL 2010 EN,,43.86,
MS-38104313,OLP EXCHANGE 2013 DVC CAL,,56.57,
MS-38104315,OLP EXCHANGE 2013 STD USR CAL,,65.09,
MS-38104342,EXCHNG SVR 2013 DVC CAL OP GOV,,45.14,
MS-38104343,OLP EXCHNG STD 2013 UCAL GOV,,51.89,
MS-39502467,EXCHANGE 2013 ENTERPRISE w/SA,,"5,076.56",
MS-39502831,EXCHG ENT SVR 2003 25 CAL,,"2,900.00",
MS-39502831U25,EXCHG SVR 2003 25 CALs,1.00,,
MS-39503824,EXCHANGE SVR 2007 X64 ENT 25 C,,"2,400.00",
MS-39503912,EXCHANGE SVR 2007 ENT LIC,,,
MS-39504363,EXCHANGE SVR 2010 ENT-LIC,,"3,404.00",
MS-39504469,OLP EXCHANGE SVR 2013 ENTRPRS,,"3,395.69",
MS-39C00040,WIN 7 ULT UPG FRM HME PREM,,112.00,
MS-3LR00004,Microsoft Wedge Touch Mouse,,48.02,
MS-3UR00001,WIN 8 PRO UPG,156.00,81.34,"12,689.49"
MS-3UR00001FBA,MICROSOFT WINDOWS PRO 8 UPGRAD,,81.80,
MS-3UR00003,WINDOWS 8 PRO UPG PROMO,,,
MS-3YF00090,OLP OFFICE MAC 2011 LIC/SA,,498.93,
MS-3YF00096,OFFICE 2011 MAC LIC OPEN BUS,,311.98,
MS-3YF00290,OFFICE 2011 FOR MAC-LIC,,258.34,
MS-3ZR00001,WINDOWS 8 BASIC UPGRADE,10.00,79.00,790.00
MS-47F00176,EXPRESSION ENCODER 4 PRO LIC/S,,64.45,
MS-47F00187,OLP EXPRSSNENCDRPRO 4.0 SNGL N,,40.14,
MS-47F00219,GOVT OLP EXPRSSNENCDRPRO 4.0 V,,32.79,
MS-4WC00040,WIN 7 HME PREM UPG STR,,35.00,
MS-4WD00280,FOREFRONT TMG STD 2012 GOV,,909.71,
MS-4ZF00014,VIRTUAL DESKTOP ACCESS SUB LIC,,86.04,
MS-54303007,OUTLOOK 2007,,70.00,
MS-54303828,OUTLOOK 2007 LICENSE ONLY,,73.11,
MS-54305109,Outlook 2010,86.00,280.00,"24,080.00"
MS-54305109FBA,MICROSOFT OUTLOOK 2010,34.00,280.00,"9,520.00"
MS-54305489,OLP OUTLK 2010 SNGL NL,,66.86,
MS-54305511,GOVT OLP OUTLK 2010 NL LCL VLI,,54.11,
MS-54305747,MS OUTLOOK 2013,235.00,81.82,"19,226.60"
MS-54305747FBA,MICROSOFT OUTLOOK 2013 KEY CAR,176.00,81.78,"14,393.28"
MS-54305748,MS Outlook 2013 w/ Media,147.00,81.00,"11,907.00"
MS-54306057,OLP OUTLOOK 2013,,66.04,
MS-58802636,OFFICE 2003 SBE,,140.00,
MS-58802636O,OFFICE 2003 SBE OEM,,45.00,
MS-58802638,OFFICE 2003 SBE UPG,2.00,80.00,160.00
MS-58802830,OFFICE 2003 SBE 3PK OEM,,660.46,
MS-5FD00058,FOREFRONT SECURITY FOR EXCHANG,,12.33,
MS-5FD00064,OLV FOREFRONT EXCHANGE GOV,,20.40,
MS-5GV00003,OLP OFFICE 365 MIDBUS 1YR,,146.31,
MS-5HK00257,LYNC FOR MAC 2011 W/SA,,41.34,
MS-5HK00261,OLP SNGL LANG LYNC MAC 2011,,27.09,
MS-5HU00258,OLP LYNC SERVER 2013,,"3,090.79",
MS-5TR00004,ESD WINDOWS 8 PRO UPG FR BASIC,,90.26,
MS-5TR00007,WIN 8.1 PRO UPG FRM BASIC,,89.89,
MS-5VR00001,WIN PRO PACK UPG to PRO,1.00,40.00,40.00
MS-5VR00139,Windows 8.1 Pro Pack 32/64-bit,2.00,75.00,150.00
MS-5VR00139FBA,MICROSOFT WINDOWS 8.1 PRO PACK,,65.21,
MS-66J00724,VISTA BUSINESS UPG OLP,,162.95,
MS-66J01215,VISTA BUSINESS LIC+SA,,257.48,
MS-66J05385,OLP WIN PRO DVD PB,4.00,4.26,17.04
MS-66J05388,OLP WIN PRO DVD PB GOV,,3.52,
MS-66R00765,VISTA ULTIMATE OEM 32 DVD,,140.04,
MS-66R03056,WIN VISTA ULT SP1 32BIT OEM,,,
MS-6GQ00024,Office 365 Home Prem Medialess,33.00,53.09,"1,752.13"
MS-6LD00002,Visual Studio PRO 2010 TEST,,700.00,
MS-6LD00170,VISUAL STUDIO TEST PRO W/ MSDN,,"1,957.59",
MS-6LD00220,Visual Studio Test Professiona,,784.06,
MS-6SR00009,OFFICE 365 SBP 1 YEAR,49.00,84.04,"4,118.20"
MS-6SR00009FBA,MICROSOFT OFFICE 365 SMALLBUSI,,108.32,
MS-6UA00105,SBS 08 STD 5 USER CALS,1.00,,
MS-6UA00544,SBS 2008 5USER CAL ADD OEM,,284.06,
MS-6UA00563,SBS 2008 STD ADD 5 DEVICE,,283.94,
MS-6UA01289,SBS 08 ADD 20 DEVICE,,"1,173.42",
MS-6UA01292,SBS 2008 20U,,"1,275.00",
MS-6UA02185,OLP SBS 08 STD 5 DEV CAL STE,,290.31,
MS-6UA02188,SBS '08 STD ADD 5U CALS OLP,,290.31,
MS-6UA03220,Small Business Server 2011 Sta,,306.85,
MS-6UA03221,Small Business Server 2011 Sta,149.00,105.80,"15,763.76"
MS-6UA03221HOLD,Small Business Server 2011 Sta,,107.87,
MS-6UA03221O,SBS 2011 STD 5USER CAL,,,
MS-6UA03222O,Small Business Server 2011 Sta,,"1,110.45",
MS-6UA03223O,SBS 2011 STANDARD- 20USERS CAL,,,
MS-6UA03542,SBS 11 STD 64-bit - 1 Device C,,50.30,
MS-6UA03561,SBS 2011 ADD 5D OEM,,250.43,
MS-6UA03580,SBS 2011 STD 64bit 1U CAL OEM,,51.13,
MS-6UA03599,SBS 2011 ADD 5U OEM,,246.43,
MS-6UA03647,GOV OLP SBS 2011 5DEV CAL,,214.97,
MS-6UA03670,OLP SNGL LANG WIN SB CAL VLIC,,266.72,
MS-6UA03673,OLP SBS CAL STE 2011 5U,,263.46,
MS-6UA03712,GOV OLP SBS 2011 20U CAL,,859.98,
MS-6UA03755,OLP SBS 2011 20 DVC CAL STE,,"1,056.52",
MS-6UA03758,OLP WIN SBS 2011 CAL STE 20U,,"1,053.94",
MS-6UA03837,OLP SBS 2011 USR CAL GOV,,42.18,
MS-6UA03860,OLP SBS 2011 SGL DEV CAL,,52.67,
MS-6UA03863,SBS 2011 USR CAL,,52.67,
MS-6VA00105,SBS 2008 5USER CAL ADD ON,10.00,,
MS-6VA01641,Small Business Server 2008 Pre,,708.80,
MS-6VA01644,SBS 2008 PREM ADDITIONAL 5USER,,712.69,
MS-6VA02189,OLP WIN SBS PREM CAL STE 2008,,"2,880.12",
MS-6VA02956,GOV SBS 08 PREM ADD 5 DEV CAL,,114.82,
MS-6VC00701,WinRmtDsktpSrvcsCAL SNGL LicS,,56.93,
MS-6VC00827,WINRMTDSKTPSRVCSCAL ALNG LICSA,,28.78,
MS-6VC00981,WINRMTDSKTPCAL USER SA OPVALUE,,170.78,
MS-6VC00985,REMOTE DESKTOP SVR CAL 3YR,,61.83,
MS-6VC01149,REMOTE DESKTOP USER CAL W/SA,,107.36,
MS-6VC01152,WINRMTDSKTPCAL USR LICSAPK,,148.07,
MS-6VC01161,WINRMTDSKTPSRVCS 2008 DVC CAL,,71.65,
MS-6VC01164,WIN RMT DSKTP SRVCS USER CAL,,70.95,
MS-6VC01245,GOV WINRMTDSKTPSRVCSCAL DVC,,58.57,
MS-6VC01246,GOV WINRMTDSKTPSRVCS USER CAL,,56.59,
MS-6VC01756,WINDOWS SVR 2012 5 CAL,3.00,770.32,"2,310.96"
MS-6VC01757,REMOTE DESKTOP 2012 50U,4.00,"2,850.00","11,400.00"
MS-6VC01760,WIN REM DT CAL 2012 EN 5 AE US,3.00,201.46,604.38
MS-6VC01763,REMOTE DESKTOP 2012 1U,1.00,209.64,209.64
MS-6VC01765,WIN REM DT CAL 2012 EN AE USE,7.00,40.30,282.10
MS-6VC02071,REMOTE DESKTOP DEVICE CAL OLP,,84.98,
MS-6VC02072,OLP C WIN RMT DSKTP SVCS USR,,70.21,
MS-6VC02073,REMOTE DESKTOP USER CAL 2012,,97.64,
MS-6VC02079,OLP GOV RDS DEV CAL 2012,,67.72,
MS-6VC02080,OLP REMOTE DESKTOP USER CAL GV,,78.89,
MS-6YA01214,ESSENTIAL SERVER 08 STD 20 LIC,,"1,347.70",
MS-6YA01232,WIN ESSENTIAL BUS CAL,,349.86,
MS-6YA01250,OLP WIN ESSNTL BUS CAL STE 200,,"3,530.46",
MS-6YH00452,OLP SNGL LYNC 2010 VLIC,,26.24,
MS-6YH00726,LYNC 2013 STAND ALONE,,25.92,
MS-6ZH00280,OLP LYNC SVR USER CAL/SA,,44.97,
MS-6ZH00312,LYNC SVR STD 2010 OLP U CAL,,26.48,
MS-6ZH00380,LYNC SERVER 2010 STD,,20.65,
MS-6ZH00494,OLP LYNC SVR 2013 STND DEV CAL,,26.26,
MS-6ZH00496,OLP LYNC SERVER 2013 STD UCAL,,30.06,
MS-6ZH00517,OLP LYNC SERVER 2013 STD DEV,,21.30,
MS-73101727,OFFICE MAC 2008 DVD FULL,8.00,75.00,600.00
MS-74G00008,EXCHANGE HOSTED ENCRYPTION,,27.06,
MS-74H00054,FOREFRONT ONLNPRTCN EXCHG OLV,,28.58,
MS-76H00325,OFFICE ULTIMATE 2007,2.00,125.00,250.00
MS-76H00326,OFFICE ULTIMATE 2007 UPG,1.00,140.00,140.00
MS-76J02513,1YR OFFICE ENT ALL LNG LIC/SA,,140.45,
MS-76M01346,SHAREPOINT 2010 DVCCAL,,80.82,
MS-76M01349,OLP SHAREPOINTSTDCAL 2010 USR,,79.92,
MS-76M01377,SHAREPOINT 2010 ST USER CAL GV,,64.77,
MS-76M01478,OLP SHAREPOINT 2013 STD U CAL,,72.95,
MS-76M01513,SHAREPOINT 2013 STD DVC OLP,,78.94,
MS-76M01518,OLP SHAREPOINT SVR 13 CAL,,90.78,
MS-76N00404,SHAREPOINT 2007 ENTERPRISE DEV,,,
MS-76N00480,SHAREPT 2007 ENT CAL,,,
MS-76N00839,SHAREPOINT 2013 ENT CAL&SA OLP,,119.89,
MS-76N03435,OLP SHAREPOINTENTCAL 2010 SNGL,,70.33,
MS-76N03463,SHAREPT SVR 2010 ENT CAL,,57.03,
MS-76N03645,OLP SHAREPOINT 2013 ENT U CAL,,64.27,
MS-76N03699,SHAREPOINT 2013 ENT DVC OLP,,70.33,
MS-76N03701,SHAREPOINT ENT USR CAL 2013,,80.98,
MS-76P00244,SHAREPOINT SERVER 2007 LIC,,"3,901.87",
MS-76P01199,OLP SHAREPOINTSVR 2010 SNGL NL,,"4,180.77",
MS-76P01213,SHAREPOINT 2010 SERVER LIC GOV,,"3,387.96",
MS-76P01501,SHAREPOINT 2013 SERVER LIC OLP,,"5,698.74",
MS-76P01515,OLP SHAREPOINT 2013 SERVER LIC,,"4,582.35",
MS-77D00076,OLV VISUAL STUDIO PRO W/MSDN,,"1,352.91",
MS-77D00092,VS 2012 PRO MSDN PRO LIC/SA,,954.05,
MS-77D00095,VS 2010 PRO MDSN PRO SA,,787.29,
MS-77D00107,GOV VS PRO 2010 MSDN LIC/SA,,760.21,
MS-77D00108,OLG VISUAL STUDIO PRO W/MSDN,,629.74,
MS-77D00180,VSPROWMSDN A3YAQY1 PROMO,,874.40,
MS-77D00185,VS 2010 PRO MSDN W/SA PROMO,,625.03,
MS-79C00007,EXCEL 2007 HOME AND STUDENT,,115.37,
MS-79D00276,Visual Studio Pro 2012 W/MSDN,,825.00,
MS-79D00277,Visual Studio Pro 2012 Dev Net,,717.50,
MS-79D00326,Visual Studio 2013 Professiona,,"1,045.70",
MS-79D00327,Visual Studio 2013 W/ MSDN RNW,1.00,715.50,715.50
MS-79F00006,Word 2007 Home & Student,,117.23,
MS-79F00316,WORD 2010 FAMILY PACK,,100.00,
MS-79G00007,OFFICE HOME AND STUDENT 2007,14.00,90.00,"1,260.00"
MS-79G00007O,OFFICE HOME & STUDENT 07 OEM,60.00,70.00,"4,200.00"
MS-79G02020,2010 HOME AND STUDENT KEY,"1,050.00",91.15,"95,712.50"
MS-79G02020FBA,2010 HOME AND STUDENT KEY FBA,114.00,90.92,"10,364.31"
MS-79G02020HOLD,2010 HOME AND STUDENT KEY,,72.95,
MS-79G02144,Office Home and Student 2010,160.00,197.00,"31,519.20"
MS-79G02144FBA,MICROSOFT OFFICE HOME & STUDEN,,197.00,
MS-79G02144HOLD,Office Home and Student 2010,,169.37,
MS-79G03550,OFFICE 2013 HOME & STUDENT,90.00,89.84,"8,085.35"
MS-79G03550DL,OFFICE HOME&STUDENT 2013 DL,,,
MS-79G03550FBA,OFFICE HOME & STUDENT 2013,,81.01,
MS-79G03550O,HOME & STUDENT 2013 OEM,,85.00,
MS-79H00072,OFF MULTI LANG PACK 07 LIC/SA,,129.60,
MS-79H00346,OLP OFFICEMLANGPK 2010 NL VLIC,,78.35,
MS-79H00465,OFFICE 2013 MULTI LANG PCK GOV,,62.92,
MS-79P00123,OFFICE 2007 PRO PLUS,,442.83,
MS-79P03549,OFFICE PRO PLUS 2010 OLP,,431.11,
MS-79P03571,GOVT OLP OFFICEPROPLUS 2010,,343.83,
MS-79P04730,OFFICE 2013 PRO PLUS OLP ACAD,,63.00,
MS-79P04749,OLP OFFICE 2013 PRO PLUS,,425.84,
MS-79P04770,OFFICE 2013 PRO PLUS- GOV LIC,,339.46,
MS-7AA01247,ESSENTIAL SVR 08 PREM-50 DEVIC,,,
MS-7AH00354,OLP LYNC SVR ENT USER CAL/SA,,155.40,
MS-7JQ00253,SQL 2012 ENT 2-CORE W/SA OLP,,"17,287.36",
MS-7JQ00257,SQL SVR 2012 ENT- 2CORE LIC,,"11,667.74",
MS-7JQ00336,SQL SVR ENT 2 CORE W SA GOV,,"13,778.70",
MS-7JQ00338,OLP SQL SERVER 2012 ENT 2CORE,,"9,221.35",
MS-7JQ00751,SQL 2014 ENT 2 CORE OLP,2.00,"11,437.31","22,874.62"
MS-7KC00040,Windows 7 Professional - UPG f,,86.50,
MS-7NQ00069,SQL STD 2012 2PROC OV 1YACQY1,,"1,735.51",
MS-7NQ00215,OLP SQL SVR STND 2 CORE W/SA,,"4,508.45",
MS-7NQ00218,OLP C SQL SVR STD CORE 2LIC,,"2,981.97",
MS-7NQ00219,SQL SERVER 2012 STD 2 CORE OLP,,"3,046.49",
MS-7NQ00287,SQL 2012 STAN 2CORE LIC/SA GOV,,"3,732.96",
MS-7NQ00289,OLP GOV SQL SVR STD CORE 2LIC,,"2,488.68",
MS-7NQ00563,SQL SVR STD 2014 2CORE LIC OLP,,"2,975.13",
MS-7NQ00585,SQL sev stn 2014 2cl og,,"2,395.63",
MS-7WC00012,FRFRNT IDNTY MGR CAL 3YR ACRD,,,
MS-7WC00032,FRFNT IDNT MGR CAL OLV 3YR AQ1,,11.13,
MS-7WC00068,FRFRNT ID MANAGR USR CAL W/SA,,22.25,
MS-7WC00104,FRFRNT ID MNGR U CAL W/SA GOV,,17.94,
MS-7WC00105,FRFRNT ID MNGR CAL W/SA GOV,,5.86,
MS-7WC00154,FRFRNT ID MGR USER CAL OLP,,15.10,
MS-7WC00161,FRFRNT ID MNGR US CAL GOV,,11.97,
MS-81000560,SQL SVR 2000 ENT 25 CAL,,"1,900.00",
MS-81000560CD,SQL 2000 ENT MEDIA/KEY,,250.00,
MS-81000560U25,SQL SVR 2000 ENT 25 CAL,,,
MS-81000961,SQL SVR 2000 ENT 1 PROC RET,1.00,"5,000.00","5,000.00"
MS-81005186,SQL 2005 ENT 25 CAL FULL,,"5,500.00",
MS-81005186LP,SQL SVR 2005 ENT 25 CAL,1.00,,
MS-81005188,SQL SVR ENTERPRISE 2005 25CAL,,"5,500.00",
MS-81005190,SQL SERVER 2005 ENTERPRISE MVL,,,
MS-81005192,SQL SERVER 2005 ENT 1 PROC LIC,,"11,600.00",
MS-81005194,SQL SVR ENT X64 1 PROCESSOR,,"12,000.00",
ms-81007364,SQL SERVER 2008 ENT 1 PROC,,"14,000.00",
MS-81007364P,SQL SERVER 2008 ENT 1 PROC,,"4,300.00",
MS-81007384U25,SQL SEVER 2008 ENTRPRS 25CAL,,,
MS-81008229,SQL 2008 R2 ENT 1 PROC FRB,,"16,500.00",
MS-81008576,SQL SVR 2008 R2 ENT GOV,,"5,876.70",
MS-82972FM,LENOVO WINDOWS SVR 2012 FNDTN,,264.05,
MS-9ED00130,MLANG VSPREMWMSDNLICSAPK NL,,"5,989.18",
MS-9ED00133,OLP VS PREMWMSDN SA,,"2,198.54",
MS-9ED00260,VS 2010 PREMIUM MSDN W/SAPROMO,,"6,656.71",
MS-9ED00301,VSPREMWMSDN LIC W/SA PROMO,,"4,850.56",
MS-9F400003,OFFCE 365 BUS PRM 1 YR OLP,,122.66,
MS-9F500003,OFFCE 365 BUS ESSNTLS 1 YR OLP,,50.30,
MS-9GD00001,VS 2010 W/ MSDN PREMIUM,,"2,000.00",
MS-9GD00394,Visual Studio 2013 Premium W/,,"4,500.00",
MS-9JD00002,VISUAL STUDIO ULTIMATE 2010,,"2,000.00",
MS-9JD00003,VISUAL STUDIO ULTIMATE WITH MS,,"3,221.55",
MS-9JD00121,OLP VISUAL STUDIO ULT MSDN SA,,"4,795.94",
MS-9MB00134,EXCHANGE SVR 2007 ENT USER CAL,,29.78,
MS-9MB00348,EXCHANGE SERVER 2007 ENT SA CA,,15.02,
MS-9QA00443,OFF SB 2007 OEM MLK,1.00,79.66,79.66
MS-9QA00444,OFF SB 2007 OEM 3PCK MLK,,651.04,
MS-9TA00400,HPC PACK 08 R2 WORKSTATION LIC,,98.49,
MS-9YP00003,OLP SNGL LANG WIN RENTAL RIGHT,,3.95,
MS-A5K01017U5,SQL SVR 2005 WRKGRP 5 CAL,46.00,,
MS-A5K01020,SQL SVR WRKGRP ED 05 1 PROC,,"1,867.00",
MS-A5K01020LP,SQL SVR 2005 WRKGRP  1 PROC,11.00,,
MS-A5K02337U5,SQL SVR 2008 WORKGROUP 5 USER,258.00,,
MS-A5K02812,SQL SVR 2008 R2 WKGP 1PROC,,"1,754.46",
MS-A5K02817,2008 WORKGROUP R2,,330.00,
MS-A5K02817FBA,2008 WORKGROUP R2,,365.95,
MS-AAA01148,ACCESS 2013 32/64 PKL ESD,1.00,90.31,90.31
MS-AAA01668,OUTLOOK 2013 32/64 ESD DWNLD,,90.99,
MS-AAA01790,POWERPOINT 2013 32/64 ESD,,90.99,
MS-AAA02158,PUBLISHER 2013 32/64 ESD,1.00,89.89,89.89
MS-AAA02448,Micosoft Word ESD 2013,,89.89,
MS-AAA02675,OFFICE 2013 HOME BUSINESS ESD,46.00,179.77,"8,269.42"
MS-AAA02776,Microsoft Office Pro ESD,2.00,326.86,653.72
MS-AAA02875,OFFICE H&S 2013 ESD,3.00,115.43,346.29
MS-AAA04580,OFFICE 365 SMALL BUS ESD,,134.03,
MS-B1700134,OB STREETS & TRIPS L/SA,,41.95,
MS-B1700214,STREETS & TRIPS LIC/SA OV,,51.09,
MS-B1700219,OLV STREETS TRIPS SA 1YR AQ Y1,,6.52,
MS-B1700492,Streets & Trips 2010 (Minibox),,32.80,
MS-B1700514,GOV STREETS TRIPS 2010 LIC,,21.76,
MS-B1700545,STREETS & TRIPS 2011 OLP,,26.12,
MS-B1700581,STREETS & TRIPS 2012 OLP,,25.80,
MS-B1700588,OLP GOV STREETS & TRIPS 2013,,21.41,
MS-B2100321,MAPPOINT OLP LIC/SA,,316.57,
MS-B2101253,MAPPOINT 2010,,100.00,
MS-B2101384,MAPPOINT 2011 OLP,,200.34,
MS-B2101391,GOVT OLP MAPPOINT 2011,,162.34,
MS-B2101421,MapPoint 2013,,180.00,
MS-B2101421FBA,MAPPOINT 2013 NORTH AMERICA,,205.00,
MS-B2101488,OLP MAPPOINT 2013,,200.72,
MS-B2101495,OLP GOV MAPPOINT 2013,,163.83,
MS-C1000010C10,WIN ADV SVR 2000 CD 10 CAL LIM,66.00,,
MS-C1100016,SVR 2000 5 CAL,,,
MS-C1100016C10,WIN SVR 2000 CD 10 CAL LIMIT,5.00,,
MS-C1100018,SVR 2000 10 CAL,,550.00,
MS-C1103148,SVR 2000 SP4 5CAL OEM,,479.00,
MS-C3Y00023,MAPPOINT 2010 WITH GPS,,177.63,
MS-C5E00001,VISUAL STUDIO 2005 PRO ED,,220.00,
MS-C5E00245,VISUAL STUDIO 2008 PRO,,575.00,
MS-C5E00245CD,VISUAL STUDIO 2008 CD,,374.00,
MS-C5E00367,GOV VS PRO 2008 OLP,,378.17,
MS-C5E00521,VISUAL STUDIO 2010 PRO,,466.26,
MS-C5E00521M,Visual Studio 2010 Full M,,363.67,
MS-C5E00523,VISUAL STUDIO 2010 PRO UPG,,400.00,
MS-C5E00724,OLP VSPRO 2010 SNGL NL VLIC,,454.36,
MS-C5E00738,GOV VIS STUD 2010 PRO OLP,,371.62,
MS-C5E00833,Visual Studio Pro 2012,3.00,,
MS-C5E00979,OLP VISUAL STUDIO PRO 2012,,429.24,
MS-C5E00986,VISUAL STUDIO PRO 2012 OLP GOV,,345.64,
MS-C5E01018,Visual Studio 2013 Professiona,42.00,419.28,"17,609.91"
MS-C5E01018FBA,VISUAL STUDIO PRO 2013,31.00,424.43,"13,157.25"
MS-C5E01077,Visual Studio 2013 Professiona,,268.03,
MS-C5E01077FBA,VISUAL STUIDIO PRO 2013 DVD,,240.68,
MS-C5E01131,OLP VISUAL STUDIO 2013 PRO,,417.43,
MS-C5E01145,OLP GOV VISUAL STUDIO 2013 PRO,,332.71,
MS-C7800001,SVR 2000 5 CAL LIC ONLY,,109.53,
MS-C9C00254,SQL SBS CAL W/ SA,,989.36,
MS-C9C00260,OLP SQL SVR FOR SMALL BUS 2008,,677.54,
MS-C9C00356,SQL SVR 08 STD SBS,,617.19,
MS-C9C00467,SQL SERV 08 R2 SMALL BUS 5 CAL,,"1,280.00",
MS-C9C00535,SQL SVR SMALL BUS 2008R2 OLP,,659.61,
MS-CGA00739,DPM 2010 ENT MGMT LIC,,362.46,
MS-CJA00809,SYS CTR VMM SVR ENT 2008 R2,,737.85,
MS-CSRO0003,WRYFR BUS STD 3 YR REN 2-25 US,,,
MS-CV200025,WINDOWS 8.1 ENT OPEN,,246.53,
MS-CVA00586,DPM 2010 STD MGMT LIC,,133.12,
MS-CW200020,WINDWS ENTRPS LIC/SA OV,,97.68,
MS-CW200137,OLP WINDOWS ENT UPG W/SA,,294.18,
MS-CW200232,WIN 8.1 ENT SA OLP,,91.93,
MS-CW200234,WinEntforSA SNGL UpgrdSAPk,,247.60,
MS-CW200271,WIN ENT FOR SA UPGRD OPEN GOV,,198.15,
MS-CX200010,OLV WIN PRO UPG W/MDOP,,109.25,
MS-CX200068,WIN ENT MDOP OV 3YR ACQRD,,323.67,
MS-D2M00063,SQL Server 2012 Business EDT,4.00,"4,000.00","16,000.00"
MS-D2M00406,SQL SRV 2012 BI SERVER LIC&SA,,"10,738.71",
MS-D2M00410,SQL SVR 2012 BUS INTELLIGENCE,,"7,291.42",
MS-D2M00667,SQL SVR 2014 BUS INTELL OLP,,"7,202.19",
MS-D4600803,Excel for Mac 2011,,109.08,
MS-D4800274,WORD FOR MAC OLP LIC/SA,,245.99,
MS-D4800960,Word for Mac 2011,,92.63,
MS-D7501704,OLP BIZ TALK SVR STD 10 1PROC,,"8,700.97",
MS-D8601603,VISIO 2003 STD,1.00,50.00,50.00
MS-D8602751,VISIO 2007 STD,,130.00,
MS-D8602966,GOV VISIO STD 2007 OLP,,144.29,
MS-D8602969,VISIO STD 2007 LIC ONLY,,181.05,
MS-D8604483,VISIO STD 2010 LICENSE,,176.26,
MS-D8604527,GOVT OLP VISIOSTD 2010 NL LCL,,145.80,
MS-D8604533,Visio Standard 2010,,195.00,
MS-D8604533FBA,MICROSOFT VISIO STANDARD 2010,,195.00,
MS-D8604533TG,VISIO 2010/2013 STD DOWNLOAD,,,
MS-D8604736,MS VISIO STD 2013,492.00,164.09,"80,733.76"
MS-D8604736FBA,MICROSOFT VISIO STANDARD 2013,24.00,163.14,"3,915.44"
MS-D8605320,VISIO STD 2013 GOV,,168.92,
MS-D8605338,OLP VISIO STANDARD 2013,,209.01,
MS-D8701143,OLP VISIO PRO 2013 LIC/SA,,645.83,
MS-D8701532,VISIO 2003 PRO,,125.00,
MS-D8702619,1YR VISIO PRO ALL LNG LIC/SA,,181.71,
MS-D8702785,VISIO 2007 PRO,,140.00,
MS-D8703094,VISIO 2007 PRO LICENSE,,403.64,
MS-D8704895,GOV VISIO PRO 2010 OLP,,304.20,
MS-D8704941,VISIO PRO 2010 OLP,,389.30,
MS-D8704973,Visio Professional 2010,45.00,296.16,"13,327.15"
MS-D8704973FBA,MISCROSOFT VISIO PRO 2010 FBA,,294.91,
MS-D8705358,MS VISIO PRO 2013,341.00,309.78,"105,633.62"
MS-D8705358DL,VISIO 2013 PRO DOWNLOAD,,180.00,
MS-D8705358FBA,VISIO PRO 2013 KEY CARD,16.00,275.58,"4,409.21"
MS-D8705962,OLP VISIO PRO 2013,,403.82,
MS-D8705981,OLP VISIO PRO 2013 GOV,,334.36,
MS-D9U00033,OLP OFFICE 2013 HOME STUDENT,,49.54,
